,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
23,2021,03,24,23:00,28°C,31°C,120°13 Km/h,N/A,74%,23°C,1012.0mb, Few Clouds at 760m  
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,03,25,00:00,27°C,29°C,140°7 Km/h,N/A,74%,22°C,1012.0mb, Few Clouds at 760m  
1,2021,03,25,01:00,27°C,30°C,130°7 Km/h,N/A,79%,23°C,1011.0mb, Few Clouds at 760m  
2,2021,03,25,02:00,27°C,29°C,Variable at 4 Km/h,N/A,74%,22°C,1010.0mb, Few Clouds at 760m  
3,2021,03,25,03:00,26°C,28°C,Variable at 4 Km/h,N/A,79%,22°C,1010.0mb, Few Clouds at 910m  
4,2021,03,25,04:00,26°C,28°C,80°6 Km/h,N/A,79%,22°C,1010.0mb, Few Clouds at 910m  
5,2021,03,25,05:00,26°C,27°C,80°6 Km/h,N/A,74%,21°C,1010.0mb, Few Clouds at 910m  
6,2021,03,25,06:00,26°C,27°C,120°4 Km/h,N/A,74%,21°C,1011.0mb, Few Clouds at 910m  
7,2021,03,25,07:00,27°C,29°C,40°6 Km/h,N/A,74%,22°C,1012.0mb, Few Clouds at 910m  
8,2021,03,25,08:00,29°C,32°C,80°7 Km/h,N/A,66%,22°C,1013.0mb, Few Clouds at 910m  
9,2021,03,25,09:00,30°C,33°C,Variable at 6 Km/h,N/A,59%,21°C,1013.0mb, Few Clouds at 910m  
10,2021,03,25,10:00,30°C,34°C,Variable at 6 Km/h,N/A,66%,23°C,1013.0mb, Few Clouds at 910m  
11,2021,03,25,11:00,33°C,39°C,Variable at 6 Km/h,N/A,59%,24°C,1013.0mb, Few Clouds at 760m  
12,2021,03,25,12:00,33°C,39°C,Variable at 7 Km/h,N/A,59%,24°C,1012.0mb, Few Clouds at 760m  
13,2021,03,25,13:00,34°C,39°C,Variable at 13 Km/h,N/A,53%,23°C,1010.0mb, Few Clouds at 760m  
14,2021,03,25,14:00,34°C,39°C,140°17 Km/h,N/A,53%,23°C,1009.0mb, Few Clouds at 760m  
15,2021,03,25,15:00,34°C,39°C,Variable at 17 Km/h,N/A,53%,23°C,1008.0mb, Few Clouds at 760m  
16,2021,03,25,16:00,33°C,37°C,120°20 Km/h,N/A,52%,22°C,1008.0mb, Few Clouds at 760m  
17,2021,03,25,17:00,32°C,36°C,110°19 Km/h,N/A,55%,22°C,1009.0mb, Scattered Clouds at 760m  
18,2021,03,25,18:00,31°C,35°C,110°19 Km/h,N/A,59%,22°C,1010.0mb, Few Clouds at 760m  
19,2021,03,25,19:00,30°C,33°C,90°13 Km/h,N/A,59%,21°C,1010.0mb, Few Clouds at 760m  
20,2021,03,25,20:00,29°C,32°C,110°13 Km/h,N/A,66%,22°C,1011.0mb, Few Clouds at 760m  
21,2021,03,25,21:00,28°C,31°C,120°13 Km/h,N/A,74%,23°C,1011.0mb, Few Clouds at 760m  
22,2021,03,25,22:00,28°C,31°C,120°15 Km/h,N/A,74%,23°C,1012.0mb, Few Clouds at 760m  
23,2021,03,25,23:00,28°C,31°C,110°15 Km/h,N/A,74%,23°C,1012.0mb, Few Clouds at 760m  
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,03,26,00:00,28°C,31°C,120°15 Km/h,N/A,74%,23°C,1012.0mb, Few Clouds at 760m  
1,2021,03,26,01:00,27°C,30°C,110°11 Km/h,N/A,79%,23°C,1011.0mb, Few Clouds at 760m  
2,2021,03,26,02:00,27°C,29°C,110°13 Km/h,N/A,74%,22°C,1010.0mb, Few Clouds at 910m  
3,2021,03,26,03:00,27°C,29°C,110°9 Km/h,N/A,74%,22°C,1010.0mb, Few Clouds at 910m  
4,2021,03,26,04:00,27°C,29°C,80°9 Km/h,N/A,74%,22°C,1010.0mb, Few Clouds at 910m  
5,2021,03,26,05:00,26°C,28°C,Variable at 4 Km/h,N/A,79%,22°C,1010.0mb, Few Clouds at 910m  
6,2021,03,26,06:00,25°C,26°C,60°4 Km/h,N/A,79%,21°C,1010.0mb, Few Clouds at 760m  
7,2021,03,26,07:00,28°C,31°C,Variable at 4 Km/h,N/A,70%,22°C,1011.0mb, Few Clouds at 760m  
8,2021,03,26,08:00,30°C,33°C,Variable at 4 Km/h,N/A,62%,22°C,1012.0mb, Few Clouds at 760m  
9,2021,03,26,09:00,31°C,35°C,Variable at 7 Km/h,N/A,59%,22°C,1012.0mb, Few Clouds at 760m  
10,2021,03,26,10:00,31°C,35°C,120°9 Km/h,N/A,59%,22°C,1012.0mb, Broken Clouds at 760m  
11,2021,03,26,11:00,32°C,37°C,Variable at 9 Km/h,N/A,59%,23°C,1011.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
12,2021,03,26,12:00,33°C,38°C,100°17 Km/h,N/A,56%,23°C,1011.0mb, Scattered Clouds at 700m  
13,2021,03,26,13:00,33°C,39°C,Variable at 9 Km/h,N/A,59%,24°C,1010.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
14,2021,03,26,14:00,34°C,39°C,110°15 Km/h,N/A,53%,23°C,1008.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
15,2021,03,26,15:00,31°C,35°C,70°26 Km/h,N/A,62%,23°C,1008.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
16,2021,03,26,16:00,33°C,37°C,90°19 Km/h,N/A,52%,22°C,1008.0mb, Few Clouds at 760m  
17,2021,03,26,17:00,32°C,36°C,100°13 Km/h,N/A,55%,22°C,1008.0mb," Few Clouds at 700m, Scattered Clouds at 3000m  "
18,2021,03,26,18:00,31°C,34°C,80°15 Km/h,N/A,55%,21°C,1009.0mb, Few Clouds at 760m  
19,2021,03,26,19:00,30°C,33°C,80°15 Km/h,N/A,59%,21°C,1010.0mb, Few Clouds at 760m  
20,2021,03,26,20:00,30°C,33°C,110°9 Km/h,N/A,62%,22°C,1010.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
21,2021,03,26,21:00,29°C,32°C,120°11 Km/h,N/A,66%,22°C,1011.0mb, Few Clouds at 760m  
22,2021,03,26,22:00,29°C,32°C,120°9 Km/h,N/A,66%,22°C,1011.0mb, Few Clouds at 760m  
23,2021,03,26,23:00,28°C,31°C,130°9 Km/h,N/A,70%,22°C,1011.0mb, Few Clouds at 760m  
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,03,27,00:00,28°C,31°C,100°7 Km/h,N/A,74%,23°C,1011.0mb, Few Clouds at 760m  
1,2021,03,27,01:00,28°C,31°C,110°7 Km/h,N/A,74%,23°C,1011.0mb, Few Clouds at 760m  
2,2021,03,27,02:00,28°C,31°C,90°9 Km/h,N/A,74%,23°C,1010.0mb, Few Clouds at 760m  
3,2021,03,27,03:00,26°C,28°C,60°9 Km/h,N/A,84%,23°C,1010.0mb, Few Clouds at 760m  
4,2021,03,27,04:00,27°C,30°C,Variable at 2 Km/h,N/A,79%,23°C,1009.0mb, Few Clouds at 760m  
5,2021,03,27,05:00,26°C,28°C,Variable at 2 Km/h,N/A,79%,22°C,1009.0mb, Few Clouds at 760m  
6,2021,03,27,06:00,26°C,28°C,240°4 Km/h,N/A,79%,22°C,1010.0mb, Few Clouds at 760m  
7,2021,03,27,07:00,29°C,32°C,Variable at 4 Km/h,N/A,66%,22°C,1010.0mb, Few Clouds at 820m  
8,2021,03,27,08:00,29°C,32°C,50°6 Km/h,N/A,66%,22°C,1011.0mb, Few Clouds at 760m  
9,2021,03,27,09:00,31°C,35°C,Variable at 9 Km/h,N/A,59%,22°C,1011.0mb, Few Clouds at 760m  
10,2021,03,27,10:00,32°C,38°C,Variable at 11 Km/h,N/A,63%,24°C,1012.0mb, Few Clouds at 760m  
11,2021,03,27,11:00,32°C,38°C,130°13 Km/h,N/A,63%,24°C,1011.0mb, Few Clouds at 760m  
12,2021,03,27,12:00,33°C,38°C,130°13 Km/h,N/A,56%,23°C,1010.0mb, Few Clouds at 760m  
13,2021,03,27,13:00,34°C,39°C,120°17 Km/h,N/A,53%,23°C,1009.0mb, Few Clouds at 760m  
14,2021,03,27,14:00,33°C,38°C,110°19 Km/h,N/A,56%,23°C,1008.0mb, Few Clouds at 760m  
15,2021,03,27,15:00,33°C,37°C,110°15 Km/h,N/A,52%,22°C,1007.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
16,2021,03,27,16:00,33°C,38°C,140°13 Km/h,N/A,56%,23°C,1007.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
17,2021,03,27,17:00,33°C,38°C,120°15 Km/h,N/A,56%,23°C,1007.0mb, Few Clouds at 760m  
18,2021,03,27,18:00,31°C,37°C,120°17 Km/h,N/A,66%,24°C,1007.0mb, Few Clouds at 760m  
19,2021,03,27,19:00,30°C,35°C,120°17 Km/h,N/A,70%,24°C,1008.0mb, Few Clouds at 760m  
20,2021,03,27,20:00,29°C,33°C,110°15 Km/h,N/A,70%,23°C,1009.0mb, Few Clouds at 760m  
21,2021,03,27,21:00,29°C,33°C,90°15 Km/h,N/A,70%,23°C,1010.0mb, Few Clouds at 760m  
22,2021,03,27,22:00,28°C,31°C,120°11 Km/h,N/A,74%,23°C,1010.0mb, Few Clouds at 760m  
23,2021,03,27,23:00,28°C,31°C,110°11 Km/h,N/A,74%,23°C,1010.0mb, Few Clouds at 760m  
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,03,28,00:00,28°C,31°C,120°11 Km/h,N/A,74%,23°C,1010.0mb, Few Clouds at 760m  
1,2021,03,28,01:00,28°C,31°C,110°7 Km/h,N/A,74%,23°C,1009.0mb, Few Clouds at 760m  
2,2021,03,28,02:00,28°C,31°C,90°11 Km/h,N/A,74%,23°C,1009.0mb, Few Clouds at 760m  
3,2021,03,28,03:00,27°C,30°C,130°7 Km/h,N/A,79%,23°C,1008.0mb, Few Clouds at 910m  
4,2021,03,28,04:00,27°C,30°C,100°6 Km/h,N/A,79%,23°C,1008.0mb, Few Clouds at 910m  
5,2021,03,28,05:00,26°C,28°C,70°9 Km/h,N/A,79%,22°C,1009.0mb, Few Clouds at 910m  
6,2021,03,28,06:00,26°C,28°C,Variable at 2 Km/h,N/A,79%,22°C,1009.0mb, Few Clouds at 760m  
7,2021,03,28,07:00,28°C,31°C,Variable at 4 Km/h,N/A,70%,22°C,1010.0mb, Few Clouds at 760m  
8,2021,03,28,08:00,30°C,33°C,50°6 Km/h,N/A,62%,22°C,1010.0mb, Few Clouds at 910m  
9,2021,03,28,09:00,31°C,35°C,90°9 Km/h,N/A,59%,22°C,1011.0mb, Few Clouds at 910m  
10,2021,03,28,10:00,32°C,36°C,110°9 Km/h,N/A,55%,22°C,1010.0mb, Few Clouds at 760m  
11,2021,03,28,11:00,32°C,36°C,80°13 Km/h,N/A,55%,22°C,1010.0mb, Few Clouds at 760m  
12,2021,03,28,12:00,34°C,41°C,130°11 Km/h,N/A,56%,24°C,1009.0mb, Few Clouds at 760m  
13,2021,03,28,13:00,35°C,41°C,120°13 Km/h,N/A,50%,23°C,1008.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
14,2021,03,28,14:00,34°C,39°C,Variable at 11 Km/h,N/A,53%,23°C,1007.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
15,2021,03,28,15:00,34°C,38°C,120°13 Km/h,N/A,49%,22°C,1007.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
16,2021,03,28,16:00,34°C,38°C,140°11 Km/h,N/A,49%,22°C,1006.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
17,2021,03,28,17:00,33°C,38°C,130°11 Km/h,N/A,56%,23°C,1007.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
18,2021,03,28,18:00,32°C,37°C,130°13 Km/h,N/A,59%,23°C,1007.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
19,2021,03,28,19:00,31°C,35°C,120°15 Km/h,N/A,62%,23°C,1007.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
20,2021,03,28,21:00,29°C,34°C,140°7 Km/h,N/A,74%,24°C,1009.0mb, Few Clouds at 760m  
21,2021,03,28,22:00,29°C,33°C,120°9 Km/h,N/A,70%,23°C,1009.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
22,2021,03,28,23:00,29°C,33°C,130°6 Km/h,N/A,70%,23°C,1009.0mb, Few Clouds at 760m  
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,03,29,00:00,29°C,34°C,Variable at 4 Km/h,N/A,74%,24°C,1009.0mb, Few Clouds at 760m  
1,2021,03,29,01:00,29°C,34°C,Variable at 4 Km/h,N/A,74%,24°C,1008.0mb," Few Clouds at 760m, Scattered Clouds at 2400m  "
2,2021,03,29,02:00,28°C,32°C,Variable at 7 Km/h,N/A,79%,24°C,1008.0mb, Few Clouds at 760m  
3,2021,03,29,03:00,28°C,31°C,Variable at 7 Km/h,N/A,74%,23°C,1007.0mb, Few Clouds at 760m  
4,2021,03,29,04:00,28°C,31°C,120°7 Km/h,N/A,74%,23°C,1007.0mb, Few Clouds at 760m  
5,2021,03,29,05:00,27°C,30°C,Variable at 6 Km/h,N/A,79%,23°C,1007.0mb, Few Clouds at 760m  
6,2021,03,29,06:00,27°C,30°C,100°6 Km/h,N/A,79%,23°C,1008.0mb, Few Clouds at 760m  
7,2021,03,29,07:00,28°C,31°C,110°9 Km/h,N/A,74%,23°C,1009.0mb, Few Clouds at 760m  
8,2021,03,29,08:00,30°C,34°C,100°11 Km/h,N/A,66%,23°C,1009.0mb, Few Clouds at 760m  
9,2021,03,29,09:00,31°C,35°C,100°9 Km/h,N/A,62%,23°C,1010.0mb, Few Clouds at 760m  
10,2021,03,29,10:00,32°C,37°C,Variable at 11 Km/h,N/A,59%,23°C,1010.0mb, Few Clouds at 760m  
11,2021,03,29,11:00,33°C,38°C,Variable at 15 Km/h,N/A,56%,23°C,1009.0mb, Few Clouds at 760m  
12,2021,03,29,12:00,33°C,38°C,120°13 Km/h,N/A,56%,23°C,1009.0mb, Scattered Clouds at 760m  
13,2021,03,29,13:00,35°C,42°C,140°11 Km/h,N/A,53%,24°C,1008.0mb, Few Clouds at 760m  
14,2021,03,29,14:00,34°C,39°C,"Variable at 17 Km/h, 35 km/h Wind Gust",N/A,53%,23°C,1006.0mb, Scattered Clouds at 760m  
15,2021,03,29,15:00,34°C,38°C,130°19 Km/h,N/A,49%,22°C,1006.0mb, Few Clouds at 760m  
16,2021,03,29,16:00,34°C,38°C,120°17 Km/h,N/A,49%,22°C,1005.0mb, Few Clouds at 760m  
17,2021,03,29,17:00,33°C,37°C,140°15 Km/h,N/A,52%,22°C,1005.0mb, Few Clouds at 760m  
18,2021,03,29,18:00,32°C,37°C,130°13 Km/h,N/A,59%,23°C,1006.0mb, Few Clouds at 760m  
19,2021,03,29,19:00,30°C,34°C,140°11 Km/h,N/A,66%,23°C,1006.0mb, Few Clouds at 760m  
20,2021,03,29,20:00,30°C,36°C,Variable at 9 Km/h,N/A,75%,25°C,1007.0mb, Few Clouds at 760m  
21,2021,03,29,21:00,29°C,33°C,140°9 Km/h,N/A,70%,23°C,1008.0mb, Few Clouds at 760m  
22,2021,03,29,22:00,29°C,33°C,Variable at 7 Km/h,N/A,70%,23°C,1008.0mb, Few Clouds at 760m  
23,2021,03,29,23:00,29°C,33°C,130°7 Km/h,N/A,70%,23°C,1008.0mb, Few Clouds at 910m  
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,03,30,00:00,28°C,31°C,140°9 Km/h,N/A,70%,22°C,1008.0mb, Few Clouds at 910m  
1,2021,03,30,01:00,28°C,31°C,120°11 Km/h,N/A,70%,22°C,1007.0mb, Few Clouds at 910m  
2,2021,03,30,02:00,28°C,31°C,140°9 Km/h,N/A,70%,22°C,1007.0mb, Few Clouds at 910m  
3,2021,03,30,03:00,27°C,29°C,Variable at 4 Km/h,N/A,74%,22°C,1006.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
4,2021,03,30,04:00,27°C,29°C,Variable at 4 Km/h,N/A,74%,22°C,1006.0mb, Few Clouds at 760m  
5,2021,03,30,05:00,27°C,29°C,100°7 Km/h,N/A,70%,21°C,1006.0mb, Few Clouds at 760m  
6,2021,03,30,06:00,26°C,27°C,Variable at 4 Km/h,N/A,74%,21°C,1007.0mb, Few Clouds at 760m  
7,2021,03,30,07:00,28°C,30°C,80°6 Km/h,N/A,66%,21°C,1007.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
8,2021,03,30,08:00,29°C,31°C,80°9 Km/h,N/A,62%,21°C,1008.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
9,2021,03,30,09:00,32°C,36°C,90°13 Km/h,N/A,55%,22°C,1008.0mb," Few Clouds at 760m, Few Clouds at 760m, Scattered Clouds at 9100m  "
10,2021,03,30,10:00,32°C,36°C,110°15 Km/h,N/A,55%,22°C,1009.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
11,2021,03,30,11:00,33°C,38°C,Variable at 11 Km/h,N/A,56%,23°C,1008.0mb, Few Clouds at 760m  
12,2021,03,30,12:00,34°C,39°C,130°11 Km/h,N/A,53%,23°C,1008.0mb, Few Clouds at 760m  
13,2021,03,30,13:00,35°C,39°C,120°13 Km/h,N/A,47%,22°C,1007.0mb, Few Clouds at 760m  
14,2021,03,30,14:00,35°C,39°C,Variable at 13 Km/h,N/A,47%,22°C,1006.0mb, Few Clouds at 760m  
15,2021,03,30,15:00,35°C,39°C,120°11 Km/h,N/A,47%,22°C,1005.0mb, Few Clouds at 760m  
16,2021,03,30,16:00,34°C,38°C,130°13 Km/h,N/A,49%,22°C,1005.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
17,2021,03,30,17:00,33°C,38°C,120°11 Km/h,N/A,56%,23°C,1005.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
18,2021,03,30,18:00,32°C,37°C,Variable at 9 Km/h,N/A,59%,23°C,1005.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
19,2021,03,30,19:00,30°C,35°C,130°11 Km/h,N/A,70%,24°C,1005.0mb, Few Clouds at 760m  
20,2021,03,30,20:00,30°C,35°C,130°13 Km/h,N/A,70%,24°C,1006.0mb, Few Clouds at 760m  
21,2021,03,30,21:00,29°C,33°C,140°9 Km/h,N/A,70%,23°C,1007.0mb, Few Clouds at 760m  
22,2021,03,30,22:00,29°C,33°C,140°9 Km/h,N/A,70%,23°C,1008.0mb, Few Clouds at 760m  
23,2021,03,30,23:00,29°C,33°C,130°11 Km/h,N/A,70%,23°C,1008.0mb, Few Clouds at 760m  
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,03,31,00:00,28°C,31°C,Variable at 9 Km/h,N/A,74%,23°C,1008.0mb, Few Clouds at 760m  
1,2021,03,31,01:00,28°C,31°C,120°13 Km/h,N/A,74%,23°C,1007.0mb, Few Clouds at 760m  
2,2021,03,31,02:00,28°C,31°C,110°7 Km/h,N/A,70%,22°C,1006.0mb, Few Clouds at 760m  
3,2021,03,31,03:00,27°C,29°C,70°7 Km/h,N/A,74%,22°C,1006.0mb, Few Clouds at 760m  
4,2021,03,31,04:00,27°C,29°C,80°6 Km/h,N/A,74%,22°C,1006.0mb, Few Clouds at 760m  
5,2021,03,31,05:00,27°C,29°C,Variable at 4 Km/h,N/A,74%,22°C,1006.0mb, Few Clouds at 910m  
6,2021,03,31,06:00,26°C,28°C,90°4 Km/h,N/A,79%,22°C,1007.0mb," Few Clouds at 760m, Scattered Clouds at 9100m  "
7,2021,03,31,07:00,29°C,33°C,Variable at 4 Km/h,N/A,70%,23°C,1007.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
8,2021,03,31,08:00,30°C,34°C,130°9 Km/h,N/A,66%,23°C,1008.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
9,2021,03,31,09:00,31°C,35°C,110°17 Km/h,N/A,62%,23°C,1008.0mb," Few Clouds at 760m, Broken Clouds at 9100m  "
10,2021,03,31,10:00,32°C,38°C,120°13 Km/h,N/A,63%,24°C,1008.0mb, Few Clouds at 760m  
11,2021,03,31,11:00,34°C,39°C,120°13 Km/h,N/A,53%,23°C,1008.0mb, Scattered Clouds at 760m  
12,2021,03,31,12:00,34°C,41°C,Variable at 11 Km/h,N/A,56%,24°C,1007.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
13,2021,03,31,13:00,33°C,39°C,100°19 Km/h,N/A,59%,24°C,1006.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
14,2021,03,31,14:00,34°C,41°C,110°17 Km/h,N/A,56%,24°C,1005.0mb, Scattered Clouds at 760m  
15,2021,03,31,15:00,34°C,41°C,120°17 Km/h,N/A,56%,24°C,1004.0mb, Scattered Clouds at 760m  
16,2021,03,31,16:00,33°C,39°C,120°19 Km/h,N/A,59%,24°C,1004.0mb, Few Clouds at 760m  
17,2021,03,31,17:00,32°C,37°C,120°19 Km/h,N/A,59%,23°C,1005.0mb," Few Clouds at 760m, Broken Clouds at 3000m  "
18,2021,03,31,18:00,31°C,35°C,120°15 Km/h,N/A,62%,23°C,1005.0mb," Few Clouds at 760m, Scattered Clouds at 3000m  "
19,2021,03,31,19:00,30°C,35°C,130°13 Km/h,N/A,70%,24°C,1006.0mb, Few Clouds at 760m  
20,2021,03,31,20:00,30°C,35°C,100°11 Km/h,N/A,70%,24°C,1006.0mb, Few Clouds at 760m  
21,2021,03,31,21:00,29°C,34°C,360°7 Km/h,N/A,74%,24°C,1007.0mb, Scattered Clouds at 610m  
22,2021,03,31,22:00,29°C,34°C,130°11 Km/h,N/A,74%,24°C,1007.0mb, Few Clouds at 760m  
23,2021,03,31,23:00,29°C,33°C,110°11 Km/h,N/A,70%,23°C,1007.0mb, Few Clouds at 760m  
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,04,01,00:00,28°C,31°C,120°13 Km/h,N/A,74%,23°C,1007.0mb, Few Clouds at 760m  
1,2021,04,01,01:00,28°C,32°C,100°9 Km/h,N/A,79%,24°C,1007.0mb, Few Clouds at 910m  
2,2021,04,01,02:00,28°C,32°C,120°6 Km/h,N/A,79%,24°C,1006.0mb, Few Clouds at 760m  
3,2021,04,01,03:00,26°C,28°C,60°7 Km/h,N/A,84%,23°C,1006.0mb, Few Clouds at 760m  
4,2021,04,01,04:00,26°C,28°C,60°7 Km/h,N/A,84%,23°C,1006.0mb, Few Clouds at 910m  
5,2021,04,01,05:00,26°C,28°C,60°7 Km/h,N/A,84%,23°C,1007.0mb, Few Clouds at 910m  
6,2021,04,01,06:00,27°C,30°C,Variable at 2 Km/h,N/A,79%,23°C,1007.0mb, Few Clouds at 760m  
7,2021,04,01,07:00,29°C,33°C,110°6 Km/h,N/A,70%,23°C,1008.0mb, Few Clouds at 760m  
8,2021,04,01,08:00,30°C,34°C,80°11 Km/h,N/A,66%,23°C,1009.0mb, Few Clouds at 760m  
9,2021,04,01,09:00,31°C,35°C,90°13 Km/h,N/A,59%,22°C,1009.0mb, Few Clouds at 760m  
10,2021,04,01,10:00,32°C,38°C,100°11 Km/h,N/A,63%,24°C,1009.0mb, 
11,2021,04,01,11:00,33°C,38°C,110°19 Km/h,N/A,56%,23°C,1009.0mb, Few Clouds at 760m  
12,2021,04,01,12:00,34°C,39°C,110°20 Km/h,N/A,53%,23°C,1008.0mb, Few Clouds at 760m  
13,2021,04,01,13:00,34°C,39°C,130°20 Km/h,N/A,53%,23°C,1007.0mb, Few Clouds at 760m  
14,2021,04,01,14:00,34°C,38°C,Variable at 2 Km/h,N/A,49%,22°C,1006.0mb, Few Clouds at 760m  
15,2021,04,01,15:00,34°C,37°C,Variable at 19 Km/h,N/A,47%,21°C,1006.0mb, Few Clouds at 760m  
16,2021,04,01,16:00,33°C,36°C,130°20 Km/h,N/A,49%,21°C,1005.0mb, Few Clouds at 760m  
17,2021,04,01,17:00,32°C,37°C,130°15 Km/h,N/A,59%,23°C,1006.0mb, Few Clouds at 760m  
18,2021,04,01,18:00,31°C,35°C,100°19 Km/h,N/A,59%,22°C,1006.0mb, Few Clouds at 760m  
19,2021,04,01,19:00,30°C,33°C,100°13 Km/h,N/A,62%,22°C,1007.0mb, Few Clouds at 760m  
20,2021,04,01,20:00,29°C,32°C,110°13 Km/h,N/A,66%,22°C,1007.0mb, Few Clouds at 760m  
21,2021,04,01,21:00,28°C,31°C,110°15 Km/h,N/A,74%,23°C,1008.0mb, Few Clouds at 760m  
22,2021,04,01,22:00,28°C,31°C,110°17 Km/h,N/A,74%,23°C,1008.0mb, Few Clouds at 760m  
23,2021,04,01,23:00,28°C,31°C,110°13 Km/h,N/A,74%,23°C,1009.0mb, Few Clouds at 910m  
,Year,Month,Day,Time,Temperature,Relative Temperature,Wind Speed,Wind Gust,Relative Humidity,Dew Point,Pressure,Condition
0,2021,04,02,00:00,28°C,31°C,110°11 Km/h,N/A,70%,22°C,1008.0mb, Few Clouds at 910m  
1,2021,04,02,01:00,27°C,29°C,130°7 Km/h,N/A,74%,22°C,1008.0mb, Few Clouds at 910m  
2,2021,04,02,02:00,27°C,29°C,100°7 Km/h,N/A,70%,21°C,1008.0mb, Few Clouds at 910m  
3,2021,04,02,03:00,25°C,25°C,Variable at 4 Km/h,N/A,74%,20°C,1007.0mb, Few Clouds at 760m  
4,2021,04,02,04:00,25°C,25°C,Variable at 4 Km/h,N/A,74%,20°C,1008.0mb, Few Clouds at 760m  
5,2021,04,02,05:00,25°C,25°C,Variable at 4 Km/h,N/A,74%,20°C,1008.0mb, Few Clouds at 760m  
6,2021,04,02,06:00,25°C,25°C,Calm,N/A,74%,20°C,1009.0mb, Few Clouds at 760m  
7,2021,04,02,07:00,26°C,27°C,Variable at 4 Km/h,N/A,70%,20°C,1010.0mb, Few Clouds at 760m  
8,2021,04,02,08:00,29°C,31°C,Variable at 4 Km/h,N/A,62%,21°C,1011.0mb, Few Clouds at 760m  
9,2021,04,02,09:00,31°C,35°C,120°9 Km/h,N/A,59%,22°C,1011.0mb, Few Clouds at 760m  
10,2021,04,02,10:00,32°C,34°C,100°17 Km/h,N/A,49%,20°C,1011.0mb, Few Clouds at 760m  
11,2021,04,02,11:00,33°C,36°C,Variable at 4 Km/h,N/A,49%,21°C,1010.0mb, Few Clouds at 760m  
12,2021,04,02,12:00,34°C,36°C,110°17 Km/h,N/A,44%,20°C,1010.0mb, Few Clouds at 760m  
13,2021,04,02,13:00,34°C,36°C,110°19 Km/h,N/A,44%,20°C,1009.0mb, Few Clouds at 760m  
14,2021,04,02,14:00,34°C,37°C,110°17 Km/h,N/A,47%,21°C,1008.0mb, Few Clouds at 760m  
15,2021,04,02,15:00,34°C,37°C,120°17 Km/h,N/A,47%,21°C,1007.0mb, Few Clouds at 760m  
16,2021,04,02,16:00,33°C,36°C,120°19 Km/h,N/A,49%,21°C,1007.0mb, Few Clouds at 760m  
17,2021,04,02,17:00,32°C,35°C,130°17 Km/h,N/A,52%,21°C,1007.0mb, Few Clouds at 760m  
18,2021,04,02,18:00,31°C,34°C,120°17 Km/h,N/A,55%,21°C,1008.0mb, Few Clouds at 760m  
